config,sequence,seed,status,ate_cm,failure_rate_percent,end_to_end_seconds,trajectory_coverage,recovered_support_frames,tracking_recovery_audit_pixels,tracking_recovery_mapping_leak_pixels,certificate_status,source_commit,source_dirty,run_summary_sha256,frame_metrics_sha256
dyn19_temporal_map,bonn_crowd,0,complete,3.3730999999999995,0.1078749,51.413416392,1.0,760,39324394,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,de6f32202e1417cabce334a98141f23c07a6a3c549958ce974b14e328bdd9e60,5457ca95742dec84e5fca04297544cd263e90ccb92819c20c997b364b6d091fc
dyn19_temporal_map,bonn_crowd,1,complete,3.3395,0.0,52.906124121,1.0,759,39763176,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,61f0683913ad17c01f81497cb2b17a6209dd5e2dc1573dc363e46df66c904b72,b840387f6cbf9db5638dd20900f3147860638d3c9ace83b57f4792cc7e26bd81
dyn19_temporal_map,bonn_crowd,2,complete,3.2537999999999996,0.1078749,50.739671278,1.0,760,38940273,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,2849e9c6c57e3efaf3cfc905aadf842608448f7444eb2042c92bde719ee97c7b,e0ace0e8da6b32a4c86267fd7ee669811e91954ba8521f03226e91565e065064
dyn19_temporal_map,bonn_crowd2,0,complete,4.9278,0.0,62.370644992,1.0,854,35741432,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,4d7e3a9eae44f4e35bcff4d52841eed037f45a703809a4df59c03947cd040832,626e999e85e321370912b8257d4ad8ee335a7eafe4f50f18a6bc48116d6b46e0
dyn19_temporal_map,bonn_crowd2,1,complete,3.6043,0.0,49.781574013,1.0,854,34341395,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,1dc718694e94203ad2f446b719c9d1d98e718d8f6f78da60fa092aef50d98347,38bc484976141080a3b74dfeca7a4514e319c85a01796f52d533475b0b45ead9
dyn19_temporal_map,bonn_crowd2,2,complete,4.0255,0.0,49.594286189,1.0,854,35162072,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,30d3a76721f84ffe9a8c8e7a63397e3bb643d97ff08bcdeecf341c2032b302cb,3f6df550e8071ea6be4355b9f588124edc0a66c37231050e938544c8bf900281
dyn19_temporal_map,bonn_crowd3,0,complete,4.1267,0.0,47.081281318,1.0,788,38437174,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,584afb3578c9bc6dbb0d8ca0c81a6df5d66da264ae7ad7d7784c52ba9742e2d5,9d12a08d0f2353e98f6a6fc9d12b6cc1a4e675e6c8f5bb1e051cfde698a0b2ee
dyn19_temporal_map,bonn_crowd3,1,complete,5.379,0.0,46.006712951,1.0,789,38440354,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,c984d8f3a26ff0376654cf1623ff6e2ede6c00297dd3de6c38ed68b2db30f644,a7402364175f1b2d03b2a4abf98491cf5f4c0135b971b0b7f7e20745b70eddc2
dyn19_temporal_map,bonn_crowd3,2,complete,4.108,0.0,46.570480156,1.0,788,39182417,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,96a238a9e28dd50d468701513f89486bb9047ca08ed200aa8071a6c767c83497,d94dfa2b815518f475fef30bb5dab0e2aeaf2f98c43dd050aa476523e4a971ae
dyn19_temporal_map,bonn_person_tracking,0,complete,4.3225,0.0,36.798199611,1.0,531,19513615,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,59929a038c3d362cf31a6d12eb199073d2744196771309b8e410eed361bcbe47,dfc0d4299567a9e701783b3d53d77e120039709196d4b053a638d3c671d08302
dyn19_temporal_map,bonn_person_tracking,1,complete,4.5309,0.0,37.392150576,1.0,531,18377612,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,72454dd265447898533f203d7ef08f83df161209461eb3ac72ec3a1d84b5dadf,77ee307c38c0cc7bd048ad28cd3ac40e5f182a1f08e3bcc59e0a279549e2da5b
dyn19_temporal_map,bonn_person_tracking,2,complete,4.7604,0.0,37.114394175,1.0,531,18238867,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,5542c6562309d9426067c0d1d3c5374515f7832fddf45b9be5b04952f4f81a64,817649cd59aa785916e4bd2f9d51e1ff090233ea2ef8aaf23d0b12f850c2abcb
dyn19_temporal_map,bonn_person_tracking2,0,complete,7.238899999999999,0.0,34.801358272,1.0,508,16241963,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,3d58094decaf016c29cad6de12655c9d03f8e3af73467d91a6a4bde7577a335e,09eb58fa242ad801344c69d383ed2da5c1e9992cc609f1f5670e62767d5cde25
dyn19_temporal_map,bonn_person_tracking2,1,complete,13.8462,0.0,36.630280519,1.0,510,18517671,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,444a351c3002668024656853a676a3dfd87554ea17ed6d757e0fb15cd992c266,9c23157c41ded5812ecdf0b39f833f70aee41d70e7bc42625795da2208847bf5
dyn19_temporal_map,bonn_person_tracking2,2,complete,7.9766,0.0,34.851050727,1.0,510,17369662,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,915cc2d03cc8313c586704209e9baebd9fdfdd9de6531bb792dfc0f56fe6d686,5b79803f36c0ca217040a11169bdfef2090077d0ac35eb385bc4347a95605613
dyn19_temporal_map,tum_sitting_halfsphere,0,complete,2.9874,0.0,59.418977181,1.0,1055,65245411,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,fc733c3f79fc9d5bd11240b38f7c03784477967082ccb04eca4ac7ef42d74f34,174c8fa04607ca1e004caf7a9800b0c2aa2a690700bea46a2b69c95ca18246eb
dyn19_temporal_map,tum_sitting_halfsphere,1,complete,2.3716999999999997,0.0,59.980455473,1.0,1055,65435524,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,080a7928b704d6697bfa30fdd239227c754bae2dde301115d70d22fd426f8c49,acbf43f47ce2234d297466d5e4e0b59d1bb1b4453ea4b2a4350d63671c5b10c8
dyn19_temporal_map,tum_sitting_halfsphere,2,complete,2.7096999999999998,0.0,60.891228528,1.0,1055,65578873,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,378aa714918d04179f13facfe07071b6c5bd90fcd951f3c45da9d3db7eb28dd6,ac4b685e1063b4bb751dbf6c9a3a75106b239e3eb1410403132ce0571c239421
dyn19_temporal_map,tum_walking_halfsphere,0,complete,2.8967,0.0,62.960612523,1.0,994,34559954,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,441a8f0fd41bb0dc58ed9d38d63583e2924d843fe9af23073509b0fa713e2248,d96af7fecf24f0d28d1968754d2e7ad61a567d1cf29d26617638fdee40ff6b05
dyn19_temporal_map,tum_walking_halfsphere,1,complete,3.009,0.0,62.434709506,1.0,994,34032536,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,95f4ce6f1d522c6a3cc178cbe3e30b7c95c8bdd949fe7d3c26b63df8689de892,b1b6c4a72116ca06524c43905815ad18d62cec99f853665d4dff6f63ce98fac3
dyn19_temporal_map,tum_walking_halfsphere,2,complete,2.9097999999999997,0.0,62.120473451,1.0,995,34973098,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,6f79b813e1406d3960fb59a0ae43c21cc88a9ac0d313b5842bd99114b2741d47,dfd465b2f76691389fef0a28cfbd228d31989b2b02084a887f39f1cf0c938f3f
dyn19_temporal_map,tum_walking_static,0,complete,0.941,0.0,39.452378271,1.0,665,22225749,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,e0fae37ea8f96e7eccb001ac877241fd73631a567800e934d03e68bd1666f65b,77c65946ad64ad29c7fb424bd95d5a3e7cb8c4425c55f65498d2d3eda6babe81
dyn19_temporal_map,tum_walking_static,1,complete,0.8356,0.0,39.472001482,1.0,665,22750261,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,1d1a3d627115bbdd23ddd9bc6c8aecda59e2b716196d0ec945632e606e78d2bc,446f683d79d07aca352f14d670480716d71cdbd18a0678de986ce9109fca530e
dyn19_temporal_map,tum_walking_static,2,complete,0.776,0.0,39.975553811,1.0,665,22801350,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,49a347edf86bdccca6af265ebdb978712df673f41cf60ff4f25f6589ca9a09d4,00d86a50a6a47b4cbf245373724170e00404c13156518e2431933222438a45db
dyn19_temporal_map,tum_walking_xyz,0,complete,2.1273,0.0,55.215706442,1.0,794,23963044,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,922be429f8d3317f229f3a739df30fca07e9c94e8cbfa1bce54d7853f2641cfd,6e90ba13828b60cb19a0d46fb4e4385ec7bd946f821b5c95bcc08459327b0bbc
dyn19_temporal_map,tum_walking_xyz,1,complete,2.0786,0.0,53.083098021,1.0,794,23424831,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,31ab29a33d34ded616d7ba43caaffbd4c77556a8c0deb9535aec1a6d24e1aea1,faba124326a7d4dcea3029e97d17ee576ceb3da4411be2ac097cdc57230aff6c
dyn19_temporal_map,tum_walking_xyz,2,complete,2.0239,0.0,85.631794038,1.0,795,24799202,0,pass,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,ced5e842888f42b8545fc105a03859931f21c9b2a1e4792bd84ef431e21f7ac7,47be4875f7cd1c06686422a67e7795cc11538148d35f1ad25e51efd52ce79921
