config,sequence,seed,status,ate_cm,failure_rate_percent,end_to_end_seconds,trajectory_coverage,recovered_support_frames,tracking_recovery_audit_pixels,tracking_recovery_mapping_leak_pixels,certificate_status,source_commit,source_dirty,run_summary_sha256,frame_metrics_sha256
dyn19_semantic,tum_sitting_halfsphere,1,complete,41.8507,16.5735568,44.17920873,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,e01266175f9f642d7d38cea6b4f28d96c327441b76f7ae82928407d55b26bb7e,90c8f5de322f0446e6803bbf73387493fa87765429890ea4a52d7a167de4268a
dyn19_semantic,tum_sitting_halfsphere,2,complete,14.9037,8.2867784,43.239980462,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,2fa01151589f00f84eeaf10a2575752ab6d2cb05b4409e9ed2e55e06eaf0e9e8,ac14a89efac119cdc6f6671957545411c1b199b8a6e5b091f2dfb933433d206e
dyn19_semantic,tum_walking_halfsphere,0,complete,3.6532,0.0,44.987393723,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,c6b50a94e3c921f75da2f68147c9b9668761f996820b51cf3f6d010f61e8385e,872aaf65ddcd15e832bda3632cb38b3de8c3e61123af61bf327da7eb92bacb8f
dyn19_semantic,tum_walking_halfsphere,1,complete,3.2953,0.0,55.29702401,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,642f9f362f9548eb4b194aeb4729515f2bc5f9ea1aa1656fb1d591664f84d1f6,09f65c4caf7302e4e1a8c528e4fe1add33de08781a92c2f7dda49ae65229b071
dyn19_semantic,tum_walking_halfsphere,2,complete,3.1891000000000003,0.0,45.362491224,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,ba80deb3abda6f04c257c64e73ac9133db53dfc283e825d8be606f34585e827f,17be2d9dbc62b1fbd58b2e5c4205c861903bc5ddfef2a60347f2dd2dba48bc98
dyn19_semantic,tum_walking_static,0,complete,0.7465,0.0,30.331561187,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,e390caa907c92096137b14e15b959152d3054368b9542723645e73aa52aac075,c14ad63f5471547e0baf88ea0c4616fa82ad5583f0cddd3a0489ad7c7f905184
dyn19_semantic,tum_walking_static,1,complete,0.7080000000000001,0.0,29.983228582,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,f55379ddc429b12322a62ab3906abc7eceee2a6511a0e1da0b813cee31f5f69f,c0a7cfcb7e7fae2def02a1064df3a89d2139e837af01532903371bfc4b7f2e83
dyn19_semantic,tum_walking_static,2,complete,0.7565,0.0,30.751897178,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,864a1a84489cfa5a2e43aa7de64ac1a0c5dbe0d35497cf4e55044fbca56f9cfe,48d4208b1f26578f0d181b7a4cfd7913bde339569edd7a170789435de2fb45a6
dyn19_semantic,tum_walking_xyz,0,complete,2.327,0.0,68.309297391,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,78ab07a6831a6fe33b80ea57f3c299dbdc28af62eba84447b887ae62e0d5b724,947e0c03496bf9e8e7eb16a7396f852690cc2b218516765c36aa31c3e1eca8f2
dyn19_semantic,tum_walking_xyz,1,complete,2.3577,0.0,36.101796298,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,622d6b0265230fe5f82450624eaebc78131dd96f3b1904e514e5d8051e8b7d1a,89f10f5f766974e23d6e54a04ac449a5de6f28c199ec7ff2130acb5a8357e86a
dyn19_semantic,tum_walking_xyz,2,complete,2.3393,0.0,37.149064201,1.0,0,0,0,vacuous,14c6b2ca696a7eacda8f193e5c8a0a44e55d527e,False,5da03fc3e521b0a3fa3794c186d982a4d37f54f062a68b4b57e99afcdd56f403,685627abd1a0a4d3df86cd3492fc83eafb31d4026e297d5972b836d8ee007312
